,breed,characteristic,rating
634,Bedlington Terrier,Amount Of Shedding,5
635,Bedlington Terrier,Drooling Potential,1
636,Bedlington Terrier,Easy To Groom,1
637,Bedlington Terrier,General Health,4
638,Bedlington Terrier,Potential For Weight Gain,3
639,Bedlington Terrier,Size,3
640,Bedlington Terrier,Easy To Train,3
641,Bedlington Terrier,Intelligence,5
642,Bedlington Terrier,Potential For Mouthiness,4
643,Bedlington Terrier,Prey Drive,5
644,Bedlington Terrier,Tendency To Bark Or Howl,3
645,Bedlington Terrier,Wanderlust Potential,4
646,Bedlington Terrier,Energy Level,4
647,Bedlington Terrier,Intensity,2
648,Bedlington Terrier,Exercise Needs,4
649,Bedlington Terrier,Potential For Playfulness,5
650,Belgian Malinois,Adapts Well to Apartment Living,1
651,Belgian Malinois,Good For Novice Owners,3
652,Belgian Malinois,Sensitivity Level,5
653,Belgian Malinois,Tolerates Being Alone,3
654,Belgian Malinois,Tolerates Cold Weather,4
655,Belgian Malinois,Tolerates Hot Weather,4
656,Belgian Malinois,Affectionate with Family,5
657,Belgian Malinois,Incredibly Kid Friendly Dogs,4
658,Belgian Malinois,Dog Friendly,2
659,Belgian Malinois,Friendly Toward Strangers,3
660,Belgian Malinois,Amount Of Shedding,2
661,Belgian Malinois,Drooling Potential,1
662,Belgian Malinois,Easy To Groom,5
663,Belgian Malinois,General Health,4
664,Belgian Malinois,Potential For Weight Gain,2
665,Belgian Malinois,Size,4
666,Belgian Malinois,Easy To Train,5
667,Belgian Malinois,Intelligence,5
668,Belgian Malinois,Potential For Mouthiness,3
669,Belgian Malinois,Prey Drive,4
670,Belgian Malinois,Tendency To Bark Or Howl,2
671,Belgian Malinois,Wanderlust Potential,3
672,Belgian Malinois,Energy Level,5
673,Belgian Malinois,Intensity,4
674,Belgian Malinois,Exercise Needs,5
675,Belgian Malinois,Potential For Playfulness,5
676,Belgian Sheepdog,Adapts Well to Apartment Living,3
677,Belgian Sheepdog,Good For Novice Owners,3
678,Belgian Sheepdog,Sensitivity Level,5
679,Belgian Sheepdog,Tolerates Being Alone,3
680,Belgian Sheepdog,Tolerates Cold Weather,4
681,Belgian Sheepdog,Tolerates Hot Weather,3
682,Belgian Sheepdog,Affectionate with Family,4
683,Belgian Sheepdog,Incredibly Kid Friendly Dogs,5
684,Belgian Sheepdog,Dog Friendly,5
685,Belgian Sheepdog,Friendly Toward Strangers,4
686,Belgian Sheepdog,Amount Of Shedding,5
687,Belgian Sheepdog,Drooling Potential,1
688,Belgian Sheepdog,Easy To Groom,3
689,Belgian Sheepdog,General Health,3
690,Belgian Sheepdog,Potential For Weight Gain,2
691,Belgian Sheepdog,Size,4
692,Belgian Sheepdog,Easy To Train,5
693,Belgian Sheepdog,Intelligence,5
694,Belgian Sheepdog,Potential For Mouthiness,2
695,Belgian Sheepdog,Prey Drive,5
696,Belgian Sheepdog,Tendency To Bark Or Howl,1
697,Belgian Sheepdog,Wanderlust Potential,4
698,Belgian Sheepdog,Energy Level,5
699,Belgian Sheepdog,Intensity,3
700,Belgian Sheepdog,Exercise Needs,5
701,Belgian Sheepdog,Potential For Playfulness,5
702,Belgian Tervuren,Adapts Well to Apartment Living,3
703,Belgian Tervuren,Good For Novice Owners,3
704,Belgian Tervuren,Sensitivity Level,5
705,Belgian Tervuren,Tolerates Being Alone,1
706,Belgian Tervuren,Tolerates Cold Weather,4
707,Belgian Tervuren,Tolerates Hot Weather,3
708,Belgian Tervuren,Affectionate with Family,4
709,Belgian Tervuren,Incredibly Kid Friendly Dogs,3
710,Belgian Tervuren,Dog Friendly,3
711,Belgian Tervuren,Friendly Toward Strangers,3
712,Belgian Tervuren,Amount Of Shedding,4
713,Belgian Tervuren,Drooling Potential,1
714,Belgian Tervuren,Easy To Groom,3
715,Belgian Tervuren,General Health,3
716,Belgian Tervuren,Potential For Weight Gain,2
717,Belgian Tervuren,Size,4
718,Belgian Tervuren,Easy To Train,5
719,Belgian Tervuren,Intelligence,5
720,Belgian Tervuren,Potential For Mouthiness,2
721,Belgian Tervuren,Prey Drive,2
722,Belgian Tervuren,Tendency To Bark Or Howl,5
723,Belgian Tervuren,Wanderlust Potential,4
724,Belgian Tervuren,Energy Level,5
725,Belgian Tervuren,Intensity,3
726,Belgian Tervuren,Exercise Needs,4
727,Belgian Tervuren,Potential For Playfulness,5
728,Berger Picard,Adapts Well to Apartment Living,3
729,Berger Picard,Good For Novice Owners,4
730,Berger Picard,Sensitivity Level,5
731,Berger Picard,Tolerates Being Alone,3
732,Berger Picard,Tolerates Cold Weather,4
733,Berger Picard,Tolerates Hot Weather,3
734,Berger Picard,Affectionate with Family,5
735,Berger Picard,Incredibly Kid Friendly Dogs,5
736,Berger Picard,Dog Friendly,3
737,Berger Picard,Friendly Toward Strangers,2
738,Berger Picard,Amount Of Shedding,4
739,Berger Picard,Drooling Potential,1
740,Berger Picard,Easy To Groom,5
741,Berger Picard,General Health,5
742,Berger Picard,Potential For Weight Gain,3
743,Berger Picard,Size,4
744,Berger Picard,Easy To Train,4
745,Berger Picard,Intelligence,4
746,Berger Picard,Potential For Mouthiness,2
747,Berger Picard,Prey Drive,3
748,Berger Picard,Tendency To Bark Or Howl,2
749,Berger Picard,Wanderlust Potential,2
750,Berger Picard,Energy Level,5
751,Berger Picard,Intensity,3
752,Berger Picard,Exercise Needs,5
753,Berger Picard,Potential For Playfulness,5
754,Bernedoodle,Adapts Well to Apartment Living,3
755,Bernedoodle,Good For Novice Owners,3
756,Bernedoodle,Sensitivity Level,4
757,Bernedoodle,Tolerates Being Alone,2
758,Bernedoodle,Tolerates Cold Weather,5
759,Bernedoodle,Tolerates Hot Weather,3
760,Bernedoodle,Affectionate with Family,5
761,Bernedoodle,Incredibly Kid Friendly Dogs,5
762,Bernedoodle,Dog Friendly,4
763,Bernedoodle,Friendly Toward Strangers,3
764,Bernedoodle,Amount Of Shedding,1
765,Bernedoodle,Drooling Potential,2
766,Bernedoodle,Easy To Groom,3
767,Bernedoodle,General Health,4
768,Bernedoodle,Potential For Weight Gain,3
769,Bernedoodle,Size,3
770,Bernedoodle,Easy To Train,4
771,Bernedoodle,Intelligence,5
772,Bernedoodle,Potential For Mouthiness,4
773,Bernedoodle,Prey Drive,3
774,Bernedoodle,Tendency To Bark Or Howl,3
775,Bernedoodle,Wanderlust Potential,3
776,Bernedoodle,Energy Level,4
777,Bernedoodle,Intensity,3
778,Bernedoodle,Exercise Needs,3
779,Bernedoodle,Potential For Playfulness,5
780,Bernese Mountain Dog,Adapts Well to Apartment Living,1
781,Bernese Mountain Dog,Good For Novice Owners,2
782,Bernese Mountain Dog,Sensitivity Level,4
783,Bernese Mountain Dog,Tolerates Being Alone,1
784,Bernese Mountain Dog,Tolerates Cold Weather,5
785,Bernese Mountain Dog,Tolerates Hot Weather,1
786,Bernese Mountain Dog,Affectionate with Family,5
787,Bernese Mountain Dog,Incredibly Kid Friendly Dogs,5
788,Bernese Mountain Dog,Dog Friendly,3
789,Bernese Mountain Dog,Friendly Toward Strangers,5
790,Bernese Mountain Dog,Amount Of Shedding,5
791,Bernese Mountain Dog,Drooling Potential,4
792,Bernese Mountain Dog,Easy To Groom,3
793,Bernese Mountain Dog,General Health,1
794,Bernese Mountain Dog,Potential For Weight Gain,4
795,Bernese Mountain Dog,Size,5
796,Bernese Mountain Dog,Easy To Train,4
797,Bernese Mountain Dog,Intelligence,4
798,Bernese Mountain Dog,Potential For Mouthiness,5
799,Bernese Mountain Dog,Prey Drive,5
800,Bernese Mountain Dog,Tendency To Bark Or Howl,4
801,Bernese Mountain Dog,Wanderlust Potential,3
802,Bernese Mountain Dog,Energy Level,4
803,Bernese Mountain Dog,Intensity,3
804,Bernese Mountain Dog,Exercise Needs,3
805,Bernese Mountain Dog,Potential For Playfulness,4
806,Bichon Frise,Adapts Well to Apartment Living,5
807,Bichon Frise,Good For Novice Owners,5
808,Bichon Frise,Sensitivity Level,5
809,Bichon Frise,Tolerates Being Alone,1
810,Bichon Frise,Tolerates Cold Weather,3
811,Bichon Frise,Tolerates Hot Weather,4
812,Bichon Frise,Affectionate with Family,5
813,Bichon Frise,Incredibly Kid Friendly Dogs,4
814,Bichon Frise,Dog Friendly,4
815,Bichon Frise,Friendly Toward Strangers,5
816,Bichon Frise,Amount Of Shedding,2
817,Bichon Frise,Drooling Potential,1
818,Bichon Frise,Easy To Groom,1
819,Bichon Frise,General Health,4
820,Bichon Frise,Potential For Weight Gain,4
821,Bichon Frise,Size,2
822,Bichon Frise,Easy To Train,5
823,Bichon Frise,Intelligence,4
824,Bichon Frise,Potential For Mouthiness,3
825,Bichon Frise,Prey Drive,4
826,Bichon Frise,Tendency To Bark Or Howl,2
827,Bichon Frise,Wanderlust Potential,2
828,Bichon Frise,Energy Level,5
829,Bichon Frise,Intensity,3
830,Bichon Frise,Exercise Needs,3
831,Bichon Frise,Potential For Playfulness,5
832,Black and Tan Coonhound,Adapts Well to Apartment Living,1
833,Black and Tan Coonhound,Good For Novice Owners,2
834,Black and Tan Coonhound,Sensitivity Level,3
835,Black and Tan Coonhound,Tolerates Being Alone,2
836,Black and Tan Coonhound,Tolerates Cold Weather,4
837,Black and Tan Coonhound,Tolerates Hot Weather,4
838,Black and Tan Coonhound,Affectionate with Family,5
839,Black and Tan Coonhound,Incredibly Kid Friendly Dogs,5
840,Black and Tan Coonhound,Dog Friendly,5
841,Black and Tan Coonhound,Friendly Toward Strangers,5
842,Black and Tan Coonhound,Amount Of Shedding,5
843,Black and Tan Coonhound,Drooling Potential,3
844,Black and Tan Coonhound,Easy To Groom,4
845,Black and Tan Coonhound,General Health,5
846,Black and Tan Coonhound,Potential For Weight Gain,5
847,Black and Tan Coonhound,Size,3
848,Black and Tan Coonhound,Easy To Train,2
849,Black and Tan Coonhound,Intelligence,5
850,Black and Tan Coonhound,Potential For Mouthiness,1
851,Black and Tan Coonhound,Prey Drive,5
852,Black and Tan Coonhound,Tendency To Bark Or Howl,5
853,Black and Tan Coonhound,Wanderlust Potential,5
854,Black and Tan Coonhound,Energy Level,5
855,Black and Tan Coonhound,Intensity,5
856,Black and Tan Coonhound,Exercise Needs,5
857,Black and Tan Coonhound,Potential For Playfulness,5
858,Black Mouth Cur,Adapts Well to Apartment Living,1
859,Black Mouth Cur,Good For Novice Owners,2
860,Black Mouth Cur,Sensitivity Level,4
861,Black Mouth Cur,Tolerates Being Alone,2
862,Black Mouth Cur,Tolerates Cold Weather,3
863,Black Mouth Cur,Tolerates Hot Weather,3
864,Black Mouth Cur,Affectionate with Family,5
865,Black Mouth Cur,Incredibly Kid Friendly Dogs,5
866,Black Mouth Cur,Dog Friendly,3
867,Black Mouth Cur,Friendly Toward Strangers,3
868,Black Mouth Cur,Amount Of Shedding,3
869,Black Mouth Cur,Drooling Potential,2
870,Black Mouth Cur,Easy To Groom,5
871,Black Mouth Cur,General Health,4
872,Black Mouth Cur,Potential For Weight Gain,2
873,Black Mouth Cur,Size,4
874,Black Mouth Cur,Easy To Train,3
875,Black Mouth Cur,Intelligence,4
876,Black Mouth Cur,Potential For Mouthiness,3
877,Black Mouth Cur,Prey Drive,5
878,Black Mouth Cur,Tendency To Bark Or Howl,4
879,Black Mouth Cur,Wanderlust Potential,4
880,Black Mouth Cur,Energy Level,4
881,Black Mouth Cur,Intensity,3
882,Black Mouth Cur,Exercise Needs,5
883,Black Mouth Cur,Potential For Playfulness,4
884,Black Russian Terrier,Adapts Well to Apartment Living,3
885,Black Russian Terrier,Good For Novice Owners,2
886,Black Russian Terrier,Sensitivity Level,4
887,Black Russian Terrier,Tolerates Being Alone,1
888,Black Russian Terrier,Tolerates Cold Weather,4
889,Black Russian Terrier,Tolerates Hot Weather,3
890,Black Russian Terrier,Affectionate with Family,5
891,Black Russian Terrier,Incredibly Kid Friendly Dogs,5
892,Black Russian Terrier,Dog Friendly,2
893,Black Russian Terrier,Friendly Toward Strangers,3
894,Black Russian Terrier,Amount Of Shedding,2
895,Black Russian Terrier,Drooling Potential,3
896,Black Russian Terrier,Easy To Groom,2
897,Black Russian Terrier,General Health,3
898,Black Russian Terrier,Potential For Weight Gain,3
899,Black Russian Terrier,Size,5
900,Black Russian Terrier,Easy To Train,4
901,Black Russian Terrier,Intelligence,4
902,Black Russian Terrier,Potential For Mouthiness,4
903,Black Russian Terrier,Prey Drive,3
904,Black Russian Terrier,Tendency To Bark Or Howl,3
905,Black Russian Terrier,Wanderlust Potential,3
906,Black Russian Terrier,Energy Level,4
907,Black Russian Terrier,Intensity,5
908,Black Russian Terrier,Exercise Needs,4
909,Black Russian Terrier,Potential For Playfulness,5
910,Bloodhound,Adapts Well to Apartment Living,1
911,Bloodhound,Good For Novice Owners,2
912,Bloodhound,Sensitivity Level,4
913,Bloodhound,Tolerates Being Alone,2
914,Bloodhound,Tolerates Cold Weather,3
915,Bloodhound,Tolerates Hot Weather,3
916,Bloodhound,Affectionate with Family,5
917,Bloodhound,Incredibly Kid Friendly Dogs,5
918,Bloodhound,Dog Friendly,5
919,Bloodhound,Friendly Toward Strangers,5
920,Bloodhound,Amount Of Shedding,4
921,Bloodhound,Drooling Potential,5
922,Bloodhound,Easy To Groom,1
923,Bloodhound,General Health,3
924,Bloodhound,Potential For Weight Gain,3
925,Bloodhound,Size,4
926,Bloodhound,Easy To Train,3
927,Bloodhound,Intelligence,4
928,Bloodhound,Potential For Mouthiness,5
929,Bloodhound,Prey Drive,3
930,Bloodhound,Tendency To Bark Or Howl,4
931,Bloodhound,Wanderlust Potential,5
932,Bloodhound,Energy Level,5
933,Bloodhound,Intensity,4
934,Bloodhound,Exercise Needs,5
935,Bloodhound,Potential For Playfulness,3
936,Blue Lacy,Adapts Well to Apartment Living,1
937,Blue Lacy,Good For Novice Owners,1
938,Blue Lacy,Sensitivity Level,4
939,Blue Lacy,Tolerates Being Alone,2
940,Blue Lacy,Tolerates Cold Weather,4
941,Blue Lacy,Tolerates Hot Weather,5
942,Blue Lacy,Affectionate with Family,4
943,Blue Lacy,Incredibly Kid Friendly Dogs,3
944,Blue Lacy,Dog Friendly,2
945,Blue Lacy,Friendly Toward Strangers,2
946,Blue Lacy,Amount Of Shedding,3
947,Blue Lacy,Drooling Potential,2
948,Blue Lacy,Easy To Groom,5
949,Blue Lacy,General Health,4
950,Blue Lacy,Potential For Weight Gain,2
951,Blue Lacy,Size,3
952,Blue Lacy,Easy To Train,5
953,Blue Lacy,Intelligence,5
954,Blue Lacy,Potential For Mouthiness,4
955,Blue Lacy,Prey Drive,5
956,Blue Lacy,Tendency To Bark Or Howl,5
957,Blue Lacy,Wanderlust Potential,4
958,Blue Lacy,Energy Level,5
959,Blue Lacy,Intensity,5
960,Blue Lacy,Exercise Needs,5
961,Blue Lacy,Potential For Playfulness,4
962,Bluetick Coonhound,Adapts Well to Apartment Living,2
963,Bluetick Coonhound,Good For Novice Owners,2
964,Bluetick Coonhound,Sensitivity Level,5
965,Bluetick Coonhound,Tolerates Being Alone,2
966,Bluetick Coonhound,Tolerates Cold Weather,3
967,Bluetick Coonhound,Tolerates Hot Weather,3
968,Bluetick Coonhound,Affectionate with Family,5
969,Bluetick Coonhound,Incredibly Kid Friendly Dogs,5
970,Bluetick Coonhound,Dog Friendly,3
971,Bluetick Coonhound,Friendly Toward Strangers,3
972,Bluetick Coonhound,Amount Of Shedding,2
973,Bluetick Coonhound,Drooling Potential,2
974,Bluetick Coonhound,Easy To Groom,5
975,Bluetick Coonhound,General Health,4
976,Bluetick Coonhound,Potential For Weight Gain,3
977,Bluetick Coonhound,Size,3
978,Bluetick Coonhound,Easy To Train,2
979,Bluetick Coonhound,Intelligence,4
980,Bluetick Coonhound,Potential For Mouthiness,3
981,Bluetick Coonhound,Prey Drive,4
982,Bluetick Coonhound,Tendency To Bark Or Howl,4
983,Bluetick Coonhound,Wanderlust Potential,5
984,Bluetick Coonhound,Energy Level,5
985,Bluetick Coonhound,Intensity,4
986,Bluetick Coonhound,Exercise Needs,5
987,Bluetick Coonhound,Potential For Playfulness,5
988,Boerboel,Adapts Well to Apartment Living,1
989,Boerboel,Good For Novice Owners,1
990,Boerboel,Sensitivity Level,3
991,Boerboel,Tolerates Being Alone,2
992,Boerboel,Tolerates Cold Weather,3
993,Boerboel,Tolerates Hot Weather,4
994,Boerboel,Affectionate with Family,4
995,Boerboel,Incredibly Kid Friendly Dogs,4
996,Boerboel,Dog Friendly,2
997,Boerboel,Friendly Toward Strangers,2
998,Boerboel,Amount Of Shedding,3
999,Boerboel,Drooling Potential,4
1000,Boerboel,Easy To Groom,4
1001,Boerboel,General Health,4
1002,Boerboel,Potential For Weight Gain,3
1003,Boerboel,Size,5
1004,Boerboel,Easy To Train,2
1005,Boerboel,Intelligence,4
1006,Boerboel,Potential For Mouthiness,3
1007,Boerboel,Prey Drive,3
1008,Boerboel,Tendency To Bark Or Howl,3
1009,Boerboel,Wanderlust Potential,4
1010,Boerboel,Energy Level,3
1011,Boerboel,Intensity,4
1012,Boerboel,Exercise Needs,4
1013,Boerboel,Potential For Playfulness,4
1014,Bolognese,Adapts Well to Apartment Living,5
1015,Bolognese,Good For Novice Owners,3
1016,Bolognese,Sensitivity Level,5
1017,Bolognese,Tolerates Being Alone,2
1018,Bolognese,Tolerates Cold Weather,2
1019,Bolognese,Tolerates Hot Weather,3
1020,Bolognese,Affectionate with Family,5
1021,Bolognese,Incredibly Kid Friendly Dogs,5
1022,Bolognese,Dog Friendly,5
1023,Bolognese,Friendly Toward Strangers,5
1024,Bolognese,Amount Of Shedding,1
1025,Bolognese,Drooling Potential,1
1026,Bolognese,Easy To Groom,1
1027,Bolognese,General Health,5
1028,Bolognese,Potential For Weight Gain,3
1029,Bolognese,Size,1
1030,Bolognese,Easy To Train,5
1031,Bolognese,Intelligence,4
1032,Bolognese,Potential For Mouthiness,4
1033,Bolognese,Prey Drive,5
1034,Bolognese,Tendency To Bark Or Howl,4
1035,Bolognese,Wanderlust Potential,1
1036,Bolognese,Energy Level,3
1037,Bolognese,Intensity,3
1038,Bolognese,Exercise Needs,4
1039,Bolognese,Potential For Playfulness,3
1040,Border Collie,Adapts Well to Apartment Living,2
1041,Border Collie,Good For Novice Owners,2
1042,Border Collie,Sensitivity Level,5
1043,Border Collie,Tolerates Being Alone,1
1044,Border Collie,Tolerates Cold Weather,4
1045,Border Collie,Tolerates Hot Weather,4
1046,Border Collie,Affectionate with Family,5
1047,Border Collie,Incredibly Kid Friendly Dogs,4
